,Name,Condition,Price,Purchase Option,Shipping Cost,url
67,BANDAI HG IBO Iron-Blooded Season 2 1/144 Gundam Vidar 212192 US Seller USA,Brand New,$19.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/BANDAI-HG-IBO-Iron-Blooded-Season-2-1-144-Gundam-Vidar-212192-US-Seller-USA/133415872552?epid=5024192774&_trkparms=ispr%3D1&hash=item1f1034a828:g:7DIAAOSwZrtexYqo&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKYEiouKGJFreG7Ca77cGCEZ6vyYI9g6A5KsJUYrgVH%2F%2BFV2ltI5oDEdgj2rav%2BkmZ5cipf6jE4yhrhBdoOvtQevzbqPcdajj35kScyoWBEfPpbjscNT%2BAhLeN9jvnQHodsWBv4djb0H%2BcyQM9kIUKFzcvKKatt01zbyGKc%2Bo780vwol5IoAYFJBkikDtyfHsHbCbFpNDy4cbk7Toqn2SxTMqVQphqMWbPXHYgqLAb8FEWkjoOFDHEVzbPVJd7GLmD0RbhRj%2FAeKM45s6UFTw%2FmqVTORCAFRCacvWog7VHFzU38aloIqcgDss2knB0flDGy7yyYsyNH0XOiqeHq%2Bmogz1LJMsi6sbHeZ5A29brgt%2BX7t1QB8nUrRhbuVb51EV1xk%2BIj%2FhdgJVt9RpFYQeJqq8ZqDF%2FqTBs9tSdsAvFxmjDNoDe6DXdF1GyPIrRDLmbS%2BSCwMIlhIL%2FAhIWPF5pW4Hw4%2FRqymd3%2Bo7kH8nv0GfiGKij7Vi1sJd%2BxCcIqfke2KxNYNPViJ9zu3BM52PjiIX5hQ3%2BUGlL0xEFMwd9jOBMmnZxHWQaSiCsakfcMTWChPzlkNc8cbaLszfWZShqZ8qT04AEM8QCwfSkOOZ1Hl2VrZk3nu1llVr9wJkSsNDKaF3pQxdtSbt8xWUd2B%2Bdf25S91Bh%2Btf2SanjILuFA8fOqCPNk5SaIhPvKkb1CWqcPC%2FZXSUkMvLg9JEs54VpV3ts6g4GJF3n5ER8DtU861FcVyVjB6Qg%2BBXekhf8vW5d&checksum=13341587255207f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
68,,Brand New,$23.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-G-Reco-Gundam-G-Self-with-Atmospheric-Pack-HG-1-144-Model-Kit-USA/143621903385?epid=2303655179&hash=item2170885419:g:qN0AAOSwEfJe1qS2'>link</a>
69,BANDAI Mobile Suit Gundam RGM-79 GM Ver.2.0 MG 1/100 158126 2.0 US Seller USA,Brand New,$39.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/BANDAI-Mobile-Suit-Gundam-RGM-79-GM-Ver-2-0-MG-1-100-158126-2-0-US-Seller-USA/133415896333?hash=item1f1035050d:g:XUkAAOSwQydexZAI'>link</a>
70,,Brand New,$10.00,0 bids,+$8.85 shipping,<a href='https://www.ebay.com/itm/BanDai-Gundam-MSM-07S-Z-GOK-Model-Kit-1-144-Scale-New-factory-sealed-box/124209645135?hash=item1ceb78c64f:g:HncAAOSwnkBe1kvk'>link</a>
71,Bandai Hobby SDCS Cross Silhouette Wing Gundam Zero SD Model Kit USA Seller,Brand New,$14.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-SDCS-Cross-Silhouette-Wing-Gundam-Zero-SD-Model-Kit-USA-Seller/133415746348?epid=2305881500&hash=item1f1032bb2c:g:oz0AAOSwcLxexWcI'>link</a>
72,Bandai Hobby Gundam SD EX-Standard 007 Astray Red Frame Gundam Model Kit USA,Brand New,$12.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-SD-EX-Standard-007-Astray-Red-Frame-Gundam-Model-Kit-USA/133415746284?hash=item1f1032baec:g:92AAAOSw58ZexWb~'>link</a>
73,Bandai Hobby Gundam Char's Counterattack Sazabi RG 1/144 Model Kit In Stock USA,Brand New,$63.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-Chars-Counterattack-Sazabi-RG-1-144-Model-Kit-In-Stock-USA/143610449644?epid=17019504297&hash=item216fd98eec:g:zRYAAOSwfHZexWT3'>link</a>
74,Bandai Hobby - Gundam 1/144 Wing Gundam - New - Free Shipping,Brand New,$14.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-1-144-Wing-Gundam-New-Free-Shipping/333601500174?hash=item4dac32ec0e:g:XnAAAOSwsWlepu7B'>link</a>
75,Bandai HGUC 105 GUNDAM MS-06F-2 ZAKU II F2 1/144 scale kit,Brand New,$22.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-HGUC-105-GUNDAM-MS-06F-2-ZAKU-II-F2-1-144-scale-kit/133074278907?epid=691295247&hash=item1efbd859fb:g:jGMAAOSwmrlU0XqH'>link</a>
76,"Gundam Universe GU-06 XXXG-01D Wing Gundam Deathscythe 6"" action figure Bandai",Brand New,$24.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Gundam-Universe-GU-06-XXXG-01D-Wing-Gundam-Deathscythe-6-action-figure-Bandai/143446101300?hash=item21660dcd34:g:mTkAAOSwH41d00KN'>link</a>
77,Bandai Hobby Mobile Suit Gundam HGUC #20 RGM-79 GM HG 1/144 Model Kit USA Seller,Brand New,$12.24,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Mobile-Suit-Gundam-HGUC-20-RGM-79-GM-HG-1-144-Model-Kit-USA-Seller/133417678669?epid=691308621&_trkparms=ispr%3D1&hash=item1f1050374d:g:cy8AAOSw8EheyCx4&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKYEiouKGJFreG7Ca77cGCEbQKVobKQh1E2KSZEoZ2xcmx%2BY%2FVvjnc8jQ%2FW%2B6Ir%2BFC2M1JrQvU1qMVOYcYLlvrtzZKlFNCtDOZ9zKcjk1Ra9nYz2DZB2pk1Nc113XaX1WJa1%2FvH6lHnzzv4y2xLIqYUhCsdCIpPl4Sk%2Fk4j12NyKjQDluEayj1whJCgbeJ2P%2FlGUQBzGhZgh3H0ji7ttujB0kseMMY0JLHN1aiFRAKMtzZFDyvN%2F5dkBEAvA2Kj3i7AhdGquScQqIBu7y31VEd1gmFB0Eu%2FEzQm%2BeXe4Imd4ZpoxwEBtA1EU1p%2BrOvhz0nVw%2F%2Fvn1nAz2Y61hfWz%2BPlfBf%2FSDFympMHQQ%2FQTNDk%2B8B%2Bv4sWC6Hp0EVuFlSNApDsZ3PCsdwEFNNCVhh4rdG%2Bu0fKCgdBDFzGi1N63tnqfoiWS2U3HtOleVldmHedYV53wYFWTF7zPQVamvtDtip5ElzvDc4j0w9i6dbxHkU1o3GRXojdpK0TEsJb4ar0Pjjt3uOHrsgI2z0Eu5LdOx0%2BJH5XzCwx%2Fa5YJ1Gc1USqeWGb0qFxtBE9yRnlGpRYKMWgzYKfT60Y2kXQ2Ehy69VyT2UTWVbl9a2kEKOhBQKaujZg%2F92J70u8WMdJi0BRZxIXL%2Fb2Nwt2xJQ%2B6JqYqGvN83Cm6L0JNAonVuVeTDUIrMbKFQNClRgvac95d8TYWIp0Bm5%2F5Cjyo%2FFJ%2BTKD7T11XAVuGV1ANnRLVtpnSLzYsnZnZsqXxPg1PLmctNGDIMW&checksum=13341767866907f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
78,Bandai Hobby Gundam SEED MSV #3 GINN High Maneuver HG 1/144 Model Kit USA Seller,Brand New,$19.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-SEED-MSV-3-GINN-High-Maneuver-HG-1-144-Model-Kit-USA-Seller/133417687650?epid=13025900260&_trkparms=ispr%3D1&hash=item1f10505a62:g:8N4AAOSw5uBeyDAs&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKYEiouKGJFreG7Ca77cGCEZFyeHjHfhcEz5Ep1eWycY88%2FHX79Nqi2u1s%2BDHoIrmb8%2FgIPpJqnktOeXti1pDlvwIsdOHhaPVfMr%2BwBjJbqv%2F%2B3%2BqUkW6zA8%2B01gcoHuN874q8fwPZbofMShJklLcofs6oykpsM5W7uf6ChQE0ZQHUvUzwfnl5rTlx3vjhF38ZV3EpuPTUWe185qd4PEgt2Flk9EGYSdAyByN20V0d8BPpEUVSiM6nXk8upxQQbfP8BsVDhYzIG0CE60WR%2FufnQ8fACUxRrxbWzbiK1SgYHHOiYYLj%2F6hmd4QHkz5AaWHjgCnDxXCMxLBH%2FQ5v%2B%2F%2B8qCzlLMmuBdhUnfFix0qlbsvDymOPR49j3SzaEZv2FWbimKFFQv53Ie9aAym29jWF0b76wXwCmWEwr%2BYExZnUogVXA3vSrCrLagL057uefLRPqhjUpkWipywhsNtEK1SmzuE0bjx%2F8MtffsSWPW0%2FT1vFnqPIo82LA3qIRvxzSoWoJ4WX8HsD8SHhs%2FuFxZJ%2FeIptz0NaqOw7gURxC6mJyff9HkrsBXrldEeliCtH0vP9KR%2FFcHa%2FA5Yk%2FiIDink1mmEJZm1xGvfy%2FZq4qyWr7zTeB2jBHJdMM3Dybq6YbX%2FgQ4K13eCkTFgKbSZXXHbM29FmdcyiHu5mgVAsNy9etbyZC7kigPazyqVt0x8nA4ckVi7Z9F2aJDF3K4Kx9cwavG3MNm5tvF2f9g%2BWF53sjHlHDZVBs3APXr6qC%2Bwupace&checksum=13341768765007f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
79,Bandai Hobby G Gundam Gundam Spiegel / Shadow MG 1/100 Model Kit USA Seller,Brand New,$30.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-G-Gundam-Gundam-Spiegel-Shadow-MG-1-100-Model-Kit-USA-Seller/143611330964?epid=1304656649&_trkparms=ispr%3D1&hash=item216fe70194:g:ZnYAAOSw9fZexuE3&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK3Ho3%2BXGUZEkZ%2B9o2VFrTKgim5spg4ztkF7i7NrqlMKPmDbMKdmSUqF3MiRqZL83udbeFFeE%2FYOqXUM%2F%2BGzW669K1McUrLA1BhwJIIJoz%2BZC5ZZIiB22twBza3axRkZb9ZMeVPNXoKFsNKELYGAMsrClu%2F%2B7UVkunvQJXBmf3xI9U6AvxLLMcR3Vtg4AfgEDyYlgP5h2P7p4Gz%2BJ0h3mepY9AEWtpvSR0h28iDaf%2Fe0xcyPQcEHmPHI4jJlLpIa5heL44KZfNe8JuQI8%2BRFUk9WA9Nqf9Koh%2FyGRW%2F%2BucWo%2B7WXB9DP4QfNC8xZsZz1AJtH2gzt9k8hHHpDxFse4y5p9cD2COFWW5KLi8T0916qkjTERINHuvu4NPXZ2l7Ogz%2FtTAEl7aPesSYOZw2dwA7bVM9iEZc%2FCFyTpQ3PUpVlWqdXh%2Fjeqt%2BtB16rXIfb5XirXHMvidSArE%2BIp1iHrCNmps4XlTk0ZCWvttPUh8HgU4K06mDf8rDw7cu13Erwqg2JHztNh0kAl0jR7IWJYDjL3OIrHkSYZhKrdhFWdGTnLG5xgpn%2Bp32AACkwOwVcWFfM9ph2aAhKmkvay06KjS06o6yM%2FpBTpo5OobwqY6hkFgCFsPi2yRF09Ndj6tDWohedt8xEsJlknyYTalTuUtAqOAMTWgBptEMbonSddtccY2kxLjMdJv5V%2BweNumWvg1zu8hxSx35E4cblrGRi1TylUScQ7UEyArRcF9IxRLC2gLLi9YxXnJEhALDoGWwZEc&checksum=14361133096407f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
80,Bandai Iron-Blooded Orphans IBO Full Mechanics Gundam Bael MG 1/100 USA,Brand New,$44.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Iron-Blooded-Orphans-IBO-Full-Mechanics-Gundam-Bael-MG-1-100-USA/143612218662?_trkparms=ispr%3D1&hash=item216ff48d26:g:hNkAAOSwVzxeyDFG&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK3Ho3%2BXGUZEkZ%2B9o2VFrTKhlYyYzMZPS30X6EEjRYwKJP%2Fw3xQ%2FLLRYNmPBBk4mXQcmlEBB20atc4238tL3A7reAmfzjxmQcr88vkW81m%2F0hlMIZVZypj3hRBVyFQmZgAnu0rNBnHGnHVATWad2t389kIjrEP6dtfpjKkifuE7uVzfVbzVuP2LyidcEXnvwddv%2B%2Fs4VgwUstQ16F5ZIuu7WrK00yGRKiPfvYvNJD7jq%2FXKz9p%2BaQcZVktbzYfqelSrupAy2loZXeHuHanfV7NZj1kgsbTxRED9wUFIc3vekCMrX348qGH8k6nVNiSFGs3zG9QGBuFpNCA2MDCnABaQ0hXb0ATV4oze3lMbZLvP%2BzjgOHB37cMFW6AqrXVK5GFtZxSU%2FKyUoeI37SEnD0w%2F3YfOLrkJ2CvphWOR4bwN2iQTWsgTgdXLly6QrHVgknDjiN5tVa3Pz0uG8h2UQv7d82rZFwWwm0Bjc2WJDUKxQ1WDwE844VxlRmUgrOOPGQ8ZFFeb5Ef4zKJinwdwQbsyvlBgLeTyupn3ljfmkBXPxvPLyeYMlDfJTX%2BWXSWCB%2FpwDds3lXHtnEwVyloqu4IpTYDoRX35hLF6eOuQdf8DCu139Ngs9AqRtZjYMGk%2B%2BTqM9f49SoK1f7mfP78QX8RpOMbyJBM8xRvGzxEUU5eyZqXD14bAEvU3LXBChZwsj1ldnQRnan8xxKSSkq16F8UNwJoHXuRurvmIb4O9dVYN9TKaaeWZ%2BNr8jkFR7gkzE%2FB&checksum=14361221866207f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
81,Bandai Gundam 1/100 MG MSZ-010 ZZ Gundam Ver Ka Model Kit In Stock USA Seller,Brand New,$84.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Gundam-1-100-MG-MSZ-010-ZZ-Gundam-Ver-Ka-Model-Kit-In-Stock-USA-Seller/233581717135?epid=14011551732&hash=item36628e268f:g:NWsAAOSwKY9etGfg'>link</a>
82,Bandai Hobby HGUC #100 RX-0 Unicorn Gundam Destroy Mode HG 1/144 Model Kit USA,Brand New,$24.72,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-HGUC-100-RX-0-Unicorn-Gundam-Destroy-Mode-HG-1-144-Model-Kit-USA/133404908660?epid=4031872160&hash=item1f0f8d5c74:g:fhIAAOSw0~detF9N'>link</a>
83,BANDAI HG Gundam IBO MSV 1/144 Gundam Astaroth Origin 207592 US Seller USA,Brand New,$20.30,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/BANDAI-HG-Gundam-IBO-MSV-1-144-Gundam-Astaroth-Origin-207592-US-Seller-USA/143612211546?epid=22024015706&hash=item216ff4715a:g:vy8AAOSw5E5eyC7C'>link</a>
84,BANDAI Zeta Z RX-178 Gundam Mk-II Ver 2.0 AEUG ver MG 1/100 138412 US Seller USA,Brand New,$51.78,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/BANDAI-Zeta-Z-RX-178-Gundam-Mk-II-Ver-2-0-AEUG-ver-MG-1-100-138412-US-Seller-USA/133414898381?epid=1301491614&hash=item1f1025cacd:g:E4QAAOSwcUlexDhp'>link</a>
85,Gundam 1/144 RG #24 Gundam Astray Gold Frame Amatsu Mina Model Kit Bandai Spirit,Brand New,$41.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Gundam-1-144-RG-24-Gundam-Astray-Gold-Frame-Amatsu-Mina-Model-Kit-Bandai-Spirit/274007635138?epid=5023270702&hash=item3fcc20b4c2:g:yZoAAOSwUeZdfDfY'>link</a>
86,Gundam 1/144 HG The Origin #017 RX-78-01[N] Gundam Local Type North American Ver,Brand New,$29.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Gundam-1-144-HG-The-Origin-017-RX-78-01-N-Gundam-Local-Type-North-American-Ver/274363233150?epid=21036070319&hash=item3fe152b37e:g:wZ4AAOSwEmNeudMS'>link</a>
87,Bandai Hobby Mobile Suit Gundam RX-78-2 Gundam Ver. 2.0 MG 1/100 Model Kit USA,Brand New,$47.94,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Mobile-Suit-Gundam-RX-78-2-Gundam-Ver-2-0-MG-1-100-Model-Kit-USA/143609790350?epid=691290706&hash=item216fcf7f8e:g:8NgAAOSwqKxexEFZ'>link</a>
88,X.Y MG Barbatos Gundam Waterslide Decal,Brand New,$7.50,or Best Offer,Free Shipping,<a href='https://www.ebay.com/itm/X-Y-MG-Barbatos-Gundam-Waterslide-Decal/124117719884?hash=item1ce5fe1b4c:g:rcMAAOSwl2BeE1zq'>link</a>
89,Mobile Suit Gundam #5 Mass Production Musai Cruiser 1/1200 (Vintage & Rare),Brand New,$21.00,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Mobile-Suit-Gundam-5-Mass-Production-Musai-Cruiser-1-1200-Vintage-Rare/293594801484?epid=691346911&hash=item445b9d254c:g:oCgAAOSwR25ez1OQ'>link</a>
90,Bandai Hobby Gundam 00 GNT-0000 00 Qan[T] Quanta HG 1/144 Model Kit USA Seller,Brand New,$24.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-00-GNT-0000-00-Qan-T-Quanta-HG-1-144-Model-Kit-USA-Seller/133409230288?epid=12035133647&hash=item1f0fcf4dd0:g:Gc4AAOSw0IFeuwBk'>link</a>
91,HG 1/144 YMF-X000A Dreadnought Gundam X Astray Mobile Suit Gundam SEED MSV,Brand New,$22.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/HG-1-144-YMF-X000A-Dreadnought-Gundam-X-Astray-Mobile-Suit-Gundam-SEED-MSV/143414999729?hash=item2164333ab1:g:g8QAAOSwOzpe1rLQ'>link</a>
92,Bandai Hobby Zeta Gundam HGUC Qubeley Revive HG 1/144 Model Kit USA Seller,Brand New,$26.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Zeta-Gundam-HGUC-Qubeley-Revive-HG-1-144-Model-Kit-USA-Seller/133416775670?epid=23035676493&hash=item1f10426ff6:g:wQcAAOSwtbBextOT'>link</a>
93,RX-78-6 Gundam G06 [Mudrock] (HGUC) /P-BANDAI EXCLUSIVE,Brand New,$49.99,Buy It Now,+$8.70 shipping,<a href='https://www.ebay.com/itm/RX-78-6-Gundam-G06-Mudrock-HGUC-P-BANDAI-EXCLUSIVE/333612276609?epid=23035843465&hash=item4dacd75b81:g:IDIAAOSwDM5e0uvX:sc:USPSPriority!91761!US!-1'>link</a>
94,Bandai Hobby Gundam 00 #67 Gundam Zabanya HG 1/144 Model Kit USA Seller,Brand New,$24.86,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-00-67-Gundam-Zabanya-HG-1-144-Model-Kit-USA-Seller/133160768102?epid=1100500132&hash=item1f01001266:g:Fl0AAOSwZYFdcAka'>link</a>
95,Bandai Gundam Seed Destiny 14 Saviour Savior Gundam 1/100 Scale Model Kit USA,Brand New,$36.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Gundam-Seed-Destiny-14-Saviour-Savior-Gundam-1-100-Scale-Model-Kit-USA/133415791082?epid=27035143093&hash=item1f103369ea:g:Kd8AAOSwXbVexXQK'>link</a>
96,US Seller Fast Ship PG-X PG 1/60 Exia Avalanche Gundam Gunpla waterslide decal,Brand New,$11.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/US-Seller-Fast-Ship-PG-X-PG-1-60-Exia-Avalanche-Gundam-Gunpla-waterslide-decal/233597015975?hash=item36637797a7:g:I3cAAOSwpLleyD59'>link</a>
97,BANDAI MG Gundam Z 1/100 MSZ-006 Zeta Gundam Ver 2.0 139597 US Seller USA,Brand New,$56.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/BANDAI-MG-Gundam-Z-1-100-MSZ-006-Zeta-Gundam-Ver-2-0-139597-US-Seller-USA/143590953420?epid=1600326619&hash=item216eb011cc:g:5MoAAOSwRq5epzWl'>link</a>
98,Bandai 006404 Gundam The Origin 004 YMS-07B-0 PROTOTYPE GOUF 1/144 Scale Kit,Brand New,$23.00,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-006404-Gundam-The-Origin-004-YMS-07B-0-PROTOTYPE-GOUF-1-144-Scale-Kit/142756478397?epid=1540183319&hash=item213cf2fdbd:g:-RgAAOSw9mFWKY7B'>link</a>
99,NEW 1/100 MG Master Grade RX-93 V Nu Gundam Ver. Ka Model Kit Bandai,Brand New,$80.99,or Best Offer,Free Shipping,<a href='https://www.ebay.com/itm/NEW-1-100-MG-Master-Grade-RX-93-V-Nu-Gundam-Ver-Ka-Model-Kit-Bandai/174297419027?epid=710150700&hash=item2894ef8d13:g:L1YAAOSwcwRezqIg'>link</a>
100,Gundam 1/144 HGBD #012 Gundam Astray No-Name Model Kit IN STOCK USA ,Brand New,$24.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Gundam-1-144-HGBD-012-Gundam-Astray-No-Name-Model-Kit-IN-STOCK-USA/133225405381?epid=11022554345&hash=item1f04da5bc5:g:4ZQAAOSwt4he1rLP'>link</a>
101,Bandai Hobby Gundam Unicorn HGUC Zeta Plus HG 1/144 Model Kit USA Seller,Brand New,$31.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-Unicorn-HGUC-Zeta-Plus-HG-1-144-Model-Kit-USA-Seller/143612227087?epid=26038339013&_trkparms=ispr%3D1&hash=item216ff4ae0f:g:BG8AAOSwAM5eyDXp&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK3Ho3%2BXGUZEkZ%2B9o2VFrTKobpVX0mHPaqN8vcEPKSeN7kF%2B%2BJ%2FsFSnbXQNZ6PUuJv%2B055Z6AJ%2B39t30dwnlt%2FYQGs%2BLrsEI0HQXtVHrKLzH5EKprJ%2BZnOmvhcEJIzMEt0tfpqD5FYm4VvxAUY8OxGTTB%2BPlqVHHJ%2BnVMLqy9Cia0UVItLxOPlJJXwhCfkLIsBrrAFzGJNVOmyg3Mxrm0BeH9yxANgzhLxg0MGq6RsyK5xUSAv%2FVqfQDILoVUswbuB1%2BfeYCg2Mv8RLzYZ%2BTK8N4t8tTjKZgF0LQFQ0a5I72TfwgKjeFu7eB5CciF2UiFrtIxrr14CmIBYdP2XEBsVoMuioqYDmyL8rJu7hJMCt2L6X%2B%2Bk0RhIA9wc60LFKcMhLEaw2l%2Fk6RKgpFWpWyQ8aF8eKqtDXTWXxQH%2BYUMLyNMDbnv2wdYC9n%2F6pPYT5RtiLKI%2FhHXGVdhhNy177weGlPDGIZgdEnfLiZl5zHBGV%2F%2B%2BPaU80RqvsTIUVNQYCeKioVzmtxyoUyTQBJazbTwWodCDVM05V1cHULTLURkicaJhUpdxg1iq7T2946l6SwYvEG8eJrDAfEqzUOKeGh1R00DMrX3hHnB7c3z2eZMl88lFrVxgV1QIoBzokNOyi%2F7pFOkfH7rSoyZxMCAqhn9KWBKG8LXjVC0Xv%2BhJcgC3vpgidraBK1FW1kPs2SDAg8DYN88nsjD8YnQMEUknN%2BYJwzRcDkaBQALmRY4cGF4UDh2DUw%2FhBeLsKa1VOUODbW1%2F&checksum=14361222708707f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
102,Bandai Hobby Gundam Seed #12 Astray Red Frame HG 1/144 Model Kit USA Seller,Brand New,$19.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-Gundam-Seed-12-Astray-Red-Frame-HG-1-144-Model-Kit-USA-Seller/133416665516?_trkparms=ispr%3D1&hash=item1f1040c1ac:g:aTIAAOSw9-texqnX&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKYEiouKGJFreG7Ca77cGCEatc1utQ8XDwkcOJadIIN2vcgXva7iS1QrcHnQoI4jBluXKjKSqDDSgan7sO2cKbKTA8ogg60Gbs6Q1imjS9KtSP2jygIfuaK%2Fxeu9au9YsUIcEw6OPMCitqwS06esDdY44nPH0mQ2qFTC9Vm26NFDhossL8gSzx2yqGnamYrtbc0ql2Z7JMUwlICK6ILR5vtBJuDRZmzuyXjGg7KkWq4zBLlD3HnahclE7fyIjaSwLS1FfjKy09q3UI3w6Y2sLTrZGPuNqnLf%2FldLl0BBQfjO%2BL79i4SA%2Fn2I%2BIaOr3r9w%2Fmn6d8vMOTCIZyC5GFjgLisQSYjZqX7swdqoMu%2FWa2dnpN0GsD2sr%2BfnI3u8X347nIsAV%2FQzPYHPqlWHJd0l90pPPkd%2Fv%2FcChNglYUjQ7GtGtUp2HZ40Ym8lhTjM0mqEfihZIUgtRI3zWa1EbO5hKSNBQQn0KYkL8xFufB4K4wcqP24Ygxqf65UBS8qMg421fkgPGBd7Hjnyohod4YSegf1d1e94HN1td6JLbgk8%2Bco2HsbkJLOk0GM1hjwtZO0C70KGa5%2BCwr2KSQa9XBEZ4CAJ1uHFHZDjoEzAWlRwzrZQxfK%2Bt%2BTHbfKiMwIeHNAZsz9o%2BG5geIsHGbnHPRAm%2FVpgM33RU1gC2oJt9rIEz54lFGZzL9XKbi4Bk1kpOlVupLWvlcL1HiC7aXbmLDRSlTjCDAxiM%2B09R7G9M63JVXNeB8%2B1Hfk9Kaa%2Foytfxjb9y&checksum=13341666551607f8a7e89a4a4dfdb1c2cebb44fecc7e'>link</a>
103,Gundam 1/100 MG Gundam Wing EW Gundam Epyon OZ-13MS Model Kit USA IN Stock,Brand New,$64.99,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Gundam-1-100-MG-Gundam-Wing-EW-Gundam-Epyon-OZ-13MS-Model-Kit-USA-IN-Stock/274350682939?epid=710136194&hash=item3fe093333b:g:qBQAAOSwgAdeqNAD'>link</a>
104,BANDAI HG Mobile Suit 1/144 RX-78-2 Gundam REVIVE Ver. HGUC 196716 US Seller USA,Brand New,$17.35,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/BANDAI-HG-Mobile-Suit-1-144-RX-78-2-Gundam-REVIVE-Ver-HGUC-196716-US-Seller-USA/133416816130?epid=24028884782&hash=item1f10430e02:g:PoEAAOSwtupexuKg'>link</a>
105,Bandai Model Kit HGBF 1/144 Powered GM Cardigan Gundam Build Fighters Try USA,Brand New,$23.80,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Model-Kit-HGBF-1-144-Powered-GM-Cardigan-Gundam-Build-Fighters-Try-USA/143535239443?epid=4037051231&hash=item216b5df113:g:GIgAAOSw1PxeSqFx'>link</a>
106,Bandai Hobby EXP003 Gundam System Base 001 1/144 HG RG Builders Parts USA Seller,Brand New,$17.95,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/Bandai-Hobby-EXP003-Gundam-System-Base-001-1-144-HG-RG-Builders-Parts-USA-Seller/133416699218?epid=13037744587&hash=item1f10414552:g:CZsAAOSwvjVexrd8'>link</a>
107,RX-0Gundam 03 Phenex [Destroy Mode] [Narrative VER.] [Gold Coating] HG 1/144,Brand New,$44.90,Buy It Now,Free Shipping,<a href='https://www.ebay.com/itm/RX-0Gundam-03-Phenex-Destroy-Mode-Narrative-VER-Gold-Coating-HG-1-144/133232667835?epid=7021762204&hash=item1f05492cbb:g:LUEAAOSwf1Re1rbh'>link</a>
